2026-09-05T08:09:01+00:00,01_Workflows,https://support.atlassian.com/jira-cloud-administration/docs/configure-workflow-schemes/,success,saved,..\data\documents_test\01_Workflows\wf_001.json
2026-09-05T08:09:05+00:00,01_Workflows,https://support.atlassian.com/jira-cloud-administration/docs/manage-issue-workflows/,success,saved,..\data\documents_test\01_Workflows\wf_002.json
2026-09-05T08:09:08+00:00,01_Workflows,https://support.atlassian.com/jira-software-cloud/docs/how-to-create-workflows/,success,saved,..\data\documents_test\01_Workflows\wf_003.json
2026-09-05T08:13:27+00:00,01_Workflows,https://support.atlassian.com/jira-cloud-administration/docs/configure-workflow-schemes/,duplicate,already exists in output_dir,
2026-09-05T08:13:27+00:00,01_Workflows,https://support.atlassian.com/jira-cloud-administration/docs/manage-issue-workflows/,duplicate,already exists in output_dir,
2026-09-05T08:13:27+00:00,01_Workflows,https://support.atlassian.com/jira-software-cloud/docs/how-to-create-workflows/,duplicate,already exists in output_dir,
2026-09-05T11:48:58+00:00,01_Workflows,https://support.atlassian.com/jira-cloud-administration/docs/configure-workflow-schemes/,success,saved,..\data\documents\01_Workflows\wf_001.json
2026-09-05T11:49:01+00:00,01_Workflows,https://support.atlassian.com/jira-cloud-administration/docs/manage-issue-workflows/,success,saved,..\data\documents\01_Workflows\wf_002.json
2026-09-05T11:49:03+00:00,01_Workflows,https://support.atlassian.com/jira-software-cloud/docs/how-to-create-workflows/,success,saved,..\data\documents\01_Workflows\wf_003.json
2026-09-05T11:49:06+00:00,01_Workflows,https://support.atlassian.com/jira-cloud-administration/docs/configure-advanced-issue-workflows/,success,saved,..\data\documents\01_Workflows\wf_004.json
2026-09-05T11:49:08+00:00,01_Workflows,https://support.atlassian.com/jira-software-cloud/docs/best-practices-for-workflows-in-jira/,success,saved,..\data\documents\01_Workflows\wf_005.json
2026-09-05T11:49:12+00:00,01_Workflows,https://support.atlassian.com/jira-software-cloud/docs/use-the-simplified-workflow/,success,saved,..\data\documents\01_Workflows\wf_006.json
2026-09-05T11:49:16+00:00,01_Workflows,https://support.atlassian.com/jira-cloud-administration/docs/create-and-manage-issue-workflows-and-issue-workflow-schemes/,success,saved,..\data\documents\01_Workflows\wf_007.json
